ProductKey,ProductItemCode,Product Name,Sub Category,Product Category,Product Color,Product Size,Product Line,Product Model Name,Product Description,Product Status
373,BK-R89B-44,Road Bikes,Bikes,"Road-250 Black, 44",Black,2181.5625,44,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",outdate
374,BK-R89B-44,Road Bikes,Bikes,"Road-250 Black, 44",Black,2443.35,44,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
375,BK-R89B-48,Road Bikes,Bikes,"Road-250 Black, 48",Black,2181.5625,48,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",outdate
376,BK-R89B-48,Road Bikes,Bikes,"Road-250 Black, 48",Black,2443.35,48,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
377,BK-R89B-52,Road Bikes,Bikes,"Road-250 Black, 52",Black,2181.5625,52,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",outdate
378,BK-R89B-52,Road Bikes,Bikes,"Road-250 Black, 52",Black,2443.35,52,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
379,BK-R89B-58,Road Bikes,Bikes,"Road-250 Black, 58",Black,2181.5625,58,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",outdate
380,BK-R89B-58,Road Bikes,Bikes,"Road-250 Black, 58",Black,2443.35,58,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current
381,BK-R64Y-38,Road Bikes,Bikes,"Road-550-W Yellow, 38",Yellow,1000.4375,38,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",outdate
382,BK-R64Y-38,Road Bikes,Bikes,"Road-550-W Yellow, 38",Yellow,1120.49,38,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
383,BK-R64Y-40,Road Bikes,Bikes,"Road-550-W Yellow, 40",Yellow,1000.4375,40,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",outdate
384,BK-R64Y-40,Road Bikes,Bikes,"Road-550-W Yellow, 40",Yellow,1120.49,40,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
385,BK-R64Y-42,Road Bikes,Bikes,"Road-550-W Yellow, 42",Yellow,1000.4375,42,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",outdate
386,BK-R64Y-42,Road Bikes,Bikes,"Road-550-W Yellow, 42",Yellow,1120.49,42,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
387,BK-R64Y-44,Road Bikes,Bikes,"Road-550-W Yellow, 44",Yellow,1000.4375,44,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",outdate
388,BK-R64Y-44,Road Bikes,Bikes,"Road-550-W Yellow, 44",Yellow,1120.49,44,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
389,BK-R64Y-48,Road Bikes,Bikes,"Road-550-W Yellow, 48",Yellow,1000.4375,48,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",outdate
390,BK-R64Y-48,Road Bikes,Bikes,"Road-550-W Yellow, 48",Yellow,1120.49,48,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current
391,FK-1639,Forks,Components,LL Fork,NA,148.22,NULL,LL Fork,Stout design absorbs shock and offers more precise steering.,outdate
392,FK-5136,Forks,Components,ML Fork,NA,175.49,NULL,ML Fork,Composite road fork with an aluminum steerer tube.,outdate
393,FK-9939,Forks,Components,HL Fork,NA,229.49,NULL,HL Fork,High-performance carbon road fork with curved legs.,outdate
394,HS-0296,Headsets,Components,LL Headset,NA,34.2,NULL,LL Headset,Threadless headset provides quality at an economical price.,outdate
395,HS-2451,Headsets,Components,ML Headset,NA,102.29,NULL,ML Headset,Sealed cartridge keeps dirt out.,outdate
396,HS-3479,Headsets,Components,HL Headset,NA,124.73,NULL,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",outdate
397,HB-M243,Handlebars,Components,LL Mountain Handlebars,NA,40.4909,NULL,LL Mountain Handlebars,All-purpose bar for on or off-road.,outdate
398,HB-M243,Handlebars,Components,LL Mountain Handlebars,NA,44.54,NULL,LL Mountain Handlebars,All-purpose bar for on or off-road.,Current
399,HB-M763,Handlebars,Components,ML Mountain Handlebars,NA,56.2909,NULL,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,outdate
400,HB-M763,Handlebars,Components,ML Mountain Handlebars,NA,61.92,NULL,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,Current
401,HB-M918,Handlebars,Components,HL Mountain Handlebars,NA,109.3364,NULL,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,outdate
402,HB-M918,Handlebars,Components,HL Mountain Handlebars,NA,120.27,NULL,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,Current
403,HB-R504,Handlebars,Components,LL Road Handlebars,NA,40.4909,NULL,LL Road Handlebars,Unique shape provides easier reach to the levers.,outdate
404,HB-R504,Handlebars,Components,LL Road Handlebars,NA,44.54,NULL,LL Road Handlebars,Unique shape provides easier reach to the levers.,Current
405,HB-R720,Handlebars,Components,ML Road Handlebars,NA,56.2909,NULL,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,outdate
406,HB-R720,Handlebars,Components,ML Road Handlebars,NA,61.92,NULL,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,Current
407,HB-R956,Handlebars,Components,HL Road Handlebars,NA,109.3364,NULL,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,outdate
408,HB-R956,Handlebars,Components,HL Road Handlebars,NA,120.27,NULL,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Current
409,FR-M63B-38,Mountain Frames,Components,"ML Mountain Frame - Black, 38",Black,348.76,38,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,outdate
410,FW-M423,Wheels,Components,LL Mountain Front Wheel,Black,60.745,NULL,LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,outdate
411,FW-M762,Wheels,Components,ML Mountain Front Wheel,Black,209.025,NULL,ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,outdate
412,FW-M928,Wheels,Components,HL Mountain Front Wheel,Black,300.215,NULL,HL Mountain Front Wheel,High-performance mountain replacement wheel.,outdate
413,FW-R623,Wheels,Components,LL Road Front Wheel,Black,85.565,NULL,LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,outdate
414,FW-R762,Wheels,Components,ML Road Front Wheel,Black,248.385,NULL,ML Road Front Wheel,Sturdy alloy features a quick-release hub.,outdate
415,FW-R820,Wheels,Components,HL Road Front Wheel,Black,330.06,NULL,HL Road Front Wheel,Strong wheel with double-walled rim.,outdate
416,FW-T905,Wheels,Components,Touring Front Wheel,Black,218.01,NULL,Touring Front Wheel,Aerodynamic rims for smooth riding.,outdate
417,FR-R72Y-38,Road Frames,Components,"ML Road Frame-W - Yellow, 38",Yellow,540.7545,38,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",outdate
418,FR-R72Y-38,Road Frames,Components,"ML Road Frame-W - Yellow, 38",Yellow,594.83,38,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
419,RW-M423,Wheels,Components,LL Mountain Rear Wheel,Black,87.745,NULL,LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,outdate
420,RW-M762,Wheels,Components,ML Mountain Rear Wheel,Black,236.025,NULL,ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,outdate
421,RW-M928,Wheels,Components,HL Mountain Rear Wheel,Black,327.215,NULL,HL Mountain Rear Wheel,High-performance mountain replacement wheel.,outdate
422,RW-R623,Wheels,Components,LL Road Rear Wheel,Black,112.565,NULL,LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,outdate
423,RW-R762,Wheels,Components,ML Road Rear Wheel,Black,275.385,NULL,ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,outdate
424,RW-R820,Wheels,Components,HL Road Rear Wheel,Black,357.06,NULL,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,outdate
425,RW-T905,Wheels,Components,Touring Rear Wheel,Black,245.01,NULL,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,outdate
426,FR-M63B-40,Mountain Frames,Components,"ML Mountain Frame - Black, 40",Black,348.76,40,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,outdate
427,FR-M63B-44,Mountain Frames,Components,"ML Mountain Frame - Black, 44",Black,348.76,44,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,outdate
428,FR-M63B-48,Mountain Frames,Components,"ML Mountain Frame - Black, 48",Black,348.76,48,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,outdate
429,FR-R72Y-40,Road Frames,Components,"ML Road Frame-W - Yellow, 40",Yellow,540.7545,40,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",outdate
430,FR-R72Y-40,Road Frames,Components,"ML Road Frame-W - Yellow, 40",Yellow,594.83,40,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
431,FR-R72Y-42,Road Frames,Components,"ML Road Frame-W - Yellow, 42",Yellow,540.7545,42,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",outdate
432,FR-R72Y-42,Road Frames,Components,"ML Road Frame-W - Yellow, 42",Yellow,594.83,42,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
433,FR-R72Y-44,Road Frames,Components,"ML Road Frame-W - Yellow, 44",Yellow,540.7545,44,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",outdate
434,FR-R72Y-44,Road Frames,Components,"ML Road Frame-W - Yellow, 44",Yellow,594.83,44,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
435,FR-R72Y-48,Road Frames,Components,"ML Road Frame-W - Yellow, 48",Yellow,540.7545,48,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",outdate
436,FR-R72Y-48,Road Frames,Components,"ML Road Frame-W - Yellow, 48",Yellow,594.83,48,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
437,FR-R92B-62,Road Frames,Components,"HL Road Frame - Black, 62",Black,1301.3636,62,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,outdate
438,FR-R92B-62,Road Frames,Components,"HL Road Frame - Black, 62",Black,1431.5,62,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
439,FR-R92B-44,Road Frames,Components,"HL Road Frame - Black, 44",Black,1301.3636,44,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,outdate
440,FR-R92B-44,Road Frames,Components,"HL Road Frame - Black, 44",Black,1431.5,44,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
441,FR-R92B-48,Road Frames,Components,"HL Road Frame - Black, 48",Black,1301.3636,48,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,outdate
442,FR-R92B-48,Road Frames,Components,"HL Road Frame - Black, 48",Black,1431.5,48,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
443,FR-R92B-52,Road Frames,Components,"HL Road Frame - Black, 52",Black,1301.3636,52,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,outdate
444,FR-R92B-52,Road Frames,Components,"HL Road Frame - Black, 52",Black,1431.5,52,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
445,SH-M897-S,Shorts,Clothing,"Men's Sports Shorts, S",Black,59.99,S,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,outdate
446,PA-T100,Panniers,Accessories,"Touring-Panniers, Large",Grey,125,NULL,Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",outdate
447,LO-C100,Locks,Accessories,Cable Lock,NA,25,NULL,Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",outdate
448,PU-0452,Pumps,Accessories,Minipump,NA,19.99,NULL,Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,outdate
449,PU-M044,Pumps,Accessories,Mountain Pump,NA,24.99,NULL,Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,outdate
450,LT-T990,Lights,Accessories,Taillights - Battery-Powered,NA,13.99,NULL,Taillight,Affordable light for safe night riding - uses 3 AAA batteries,outdate
451,LT-H902,Lights,Accessories,Headlights - Dual-Beam,NA,34.99,NULL,Headlights - Dual-Beam,Rechargeable dual-beam headlight.,outdate
452,LT-H903,Lights,Accessories,Headlights - Weatherproof,NA,44.99,NULL,Headlights - Weatherproof,Rugged weatherproof headlight.,outdate
453,SH-M897-M,Shorts,Clothing,"Men's Sports Shorts, M",Black,59.99,M,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,outdate
454,SH-M897-L,Shorts,Clothing,"Men's Sports Shorts, L",Black,59.99,L,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,outdate
455,SH-M897-X,Shorts,Clothing,"Men's Sports Shorts, XL",Black,59.99,XL,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,outdate
456,TG-W091-S,Tights,Clothing,"Women's Tights, S",Black,74.99,S,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,outdate
457,TG-W091-M,Tights,Clothing,"Women's Tights, M",Black,74.99,M,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,outdate
458,TG-W091-L,Tights,Clothing,"Women's Tights, L",Black,74.99,L,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,outdate
459,SB-M891-S,Bib-Shorts,Clothing,"Men's Bib-Shorts, S",Multi,89.99,S,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",outdate
460,SB-M891-M,Bib-Shorts,Clothing,"Men's Bib-Shorts, M",Multi,89.99,M,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",outdate
461,SB-M891-L,Bib-Shorts,Clothing,"Men's Bib-Shorts, L",Multi,89.99,L,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",outdate
462,GL-H102-S,Gloves,Clothing,"Half-Finger Gloves, S",Black,23.5481,S,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",outdate
463,GL-H102-S,Gloves,Clothing,"Half-Finger Gloves, S",Black,24.49,S,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
464,GL-H102-M,Gloves,Clothing,"Half-Finger Gloves, M",Black,23.5481,M,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",outdate
465,GL-H102-M,Gloves,Clothing,"Half-Finger Gloves, M",Black,24.49,M,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
466,GL-H102-L,Gloves,Clothing,"Half-Finger Gloves, L",Black,23.5481,L,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",outdate
467,GL-H102-L,Gloves,Clothing,"Half-Finger Gloves, L",Black,24.49,L,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
468,GL-F110-S,Gloves,Clothing,"Full-Finger Gloves, S",Black,37.99,S,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",outdate
469,GL-F110-M,Gloves,Clothing,"Full-Finger Gloves, M",Black,37.99,M,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",outdate
470,GL-F110-L,Gloves,Clothing,"Full-Finger Gloves, L",Black,37.99,L,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",outdate
471,VE-C304-S,Vests,Clothing,"Classic Vest, S",Blue,63.5,S,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
472,VE-C304-M,Vests,Clothing,"Classic Vest, M",Blue,63.5,M,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
473,VE-C304-L,Vests,Clothing,"Classic Vest, L",Blue,63.5,L,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
474,SH-W890-S,Shorts,Clothing,"Women's Mountain Shorts, S",Black,69.99,S,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
475,SH-W890-M,Shorts,Clothing,"Women's Mountain Shorts, M",Black,69.99,M,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
476,SH-W890-L,Shorts,Clothing,"Women's Mountain Shorts, L",Black,69.99,L,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
477,WB-H098,Bottles and Cages,Accessories,Water Bottle - 30 oz.,NA,4.99,NULL,Water Bottle,AWC logo water bottle - holds 30 oz; leak-proof.,Current
478,BC-M005,Bottles and Cages,Accessories,Mountain Bottle Cage,NA,9.99,NULL,Mountain Bottle Cage,Tough aluminum cage holds bottle securly on tough terrain.,Current
479,BC-R205,Bottles and Cages,Accessories,Road Bottle Cage,NA,8.99,NULL,Road Bottle Cage,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,Current
480,PK-7098,Tires and Tubes,Accessories,Patch Kit/8 Patches,NA,2.29,NULL,Patch kit,"Includes 8 different size patches, glue and sandpaper.",Current
481,SO-R809-M,Socks,Clothing,"Racing Socks, M",White,8.99,M,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current
482,SO-R809-L,Socks,Clothing,"Racing Socks, L",White,8.99,L,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current
483,RA-H123,Bike Racks,Accessories,Hitch Rack - 4-Bike,NA,120,NULL,Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",Current
484,CL-9009,Cleaners,Accessories,Bike Wash - Dissolver,NA,7.95,NULL,Bike Wash,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",Current
485,FE-6654,Fenders,Accessories,Fender Set - Mountain,NA,21.98,NULL,Fender Set - Mountain,Clip-on fenders fit most mountain bikes.,Current
486,ST-1401,Bike Stands,Accessories,All-Purpose Bike Stand,NA,159,NULL,All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,Current
487,HY-1023-70,Hydration Packs,Accessories,Hydration Pack - 70 oz.,Silver,54.99,70,Hydration Pack,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",Current
488,SJ-0194-S,Jerseys,Clothing,"Short-Sleeve Classic Jersey, S",Yellow,53.99,S,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
489,SJ-0194-M,Jerseys,Clothing,"Short-Sleeve Classic Jersey, M",Yellow,53.99,M,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
490,SJ-0194-L,Jerseys,Clothing,"Short-Sleeve Classic Jersey, L",Yellow,53.99,L,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
491,SJ-0194-X,Jerseys,Clothing,"Short-Sleeve Classic Jersey, XL",Yellow,53.99,XL,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
492,FR-T98Y-60,Touring Frames,Components,"HL Touring Frame - Yellow, 60",Yellow,1003.91,60,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
493,FR-T67Y-62,Touring Frames,Components,"LL Touring Frame - Yellow, 62",Yellow,333.42,62,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
494,FR-T98Y-46,Touring Frames,Components,"HL Touring Frame - Yellow, 46",Yellow,1003.91,46,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
495,FR-T98Y-50,Touring Frames,Components,"HL Touring Frame - Yellow, 50",Yellow,1003.91,50,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
496,FR-T98Y-54,Touring Frames,Components,"HL Touring Frame - Yellow, 54",Yellow,1003.91,54,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
497,FR-T98U-46,Touring Frames,Components,"HL Touring Frame - Blue, 46",Blue,1003.91,46,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
498,FR-T98U-50,Touring Frames,Components,"HL Touring Frame - Blue, 50",Blue,1003.91,50,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
499,FR-T98U-54,Touring Frames,Components,"HL Touring Frame - Blue, 54",Blue,1003.91,54,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
500,FR-T98U-60,Touring Frames,Components,"HL Touring Frame - Blue, 60",Blue,1003.91,60,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
501,RD-2308,Derailleurs,Components,Rear Derailleur,Silver,121.46,NULL,Rear Derailleur,Wide-link design.,Current
502,FR-T67U-50,Touring Frames,Components,"LL Touring Frame - Blue, 50",Blue,333.42,50,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
503,FR-T67U-54,Touring Frames,Components,"LL Touring Frame - Blue, 54",Blue,333.42,54,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
504,FR-T67U-58,Touring Frames,Components,"LL Touring Frame - Blue, 58",Blue,333.42,58,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
505,FR-T67U-62,Touring Frames,Components,"LL Touring Frame - Blue, 62",Blue,333.42,62,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
506,FR-T67Y-44,Touring Frames,Components,"LL Touring Frame - Yellow, 44",Yellow,333.42,44,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
507,FR-T67Y-50,Touring Frames,Components,"LL Touring Frame - Yellow, 50",Yellow,333.42,50,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
508,FR-T67Y-54,Touring Frames,Components,"LL Touring Frame - Yellow, 54",Yellow,333.42,54,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
509,FR-T67Y-58,Touring Frames,Components,"LL Touring Frame - Yellow, 58",Yellow,333.42,58,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
510,FR-T67U-44,Touring Frames,Components,"LL Touring Frame - Blue, 44",Blue,333.42,44,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
511,FR-M63S-40,Mountain Frames,Components,"ML Mountain Frame-W - Silver, 40",Silver,364.09,40,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
512,FR-M63S-42,Mountain Frames,Components,"ML Mountain Frame-W - Silver, 42",Silver,364.09,42,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
513,FR-M63S-46,Mountain Frames,Components,"ML Mountain Frame-W - Silver, 46",Silver,364.09,46,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
514,RB-9231,Brakes,Components,Rear Brakes,Silver,106.5,NULL,Rear Brakes,NULL,Current
515,SE-M236,Saddles,Components,LL Mountain Seat/Saddle,NA,27.12,NULL,LL Mountain Seat/Saddle 2,Synthetic leather. Features gel for increased comfort.,Current
516,SE-M798,Saddles,Components,ML Mountain Seat/Saddle,NA,39.14,NULL,ML Mountain Seat/Saddle 2,Designed to absorb shock.,Current
517,SE-M940,Saddles,Components,HL Mountain Seat/Saddle,NA,52.64,NULL,HL Mountain Seat/Saddle 2,Anatomic design for a full-day of riding in comfort. Durable leather.,Current
518,SE-R581,Saddles,Components,LL Road Seat/Saddle,NA,27.12,NULL,LL Road Seat/Saddle 1,Lightweight foam-padded saddle.,Current
519,SE-R908,Saddles,Components,ML Road Seat/Saddle,NA,39.14,NULL,ML Road Seat/Saddle 2,Rubber bumpers absorb bumps.,Current
520,SE-R995,Saddles,Components,HL Road Seat/Saddle,NA,52.64,NULL,HL Road Seat/Saddle 2,Lightweight kevlar racing saddle. Leather.,Current
