DateKey,FullDateAlternateKey,week,month,month number,Quarter,year,fiscal Quarter,fiscal year
20140105,2014-01-05,Sunday,Jan,1,1,2014,3,2013
20140106,2014-01-06,Monday,Jan,1,1,2014,3,2013
20140107,2014-01-07,Tuesday,Jan,1,1,2014,3,2013
20140108,2014-01-08,Wednesday,Jan,1,1,2014,3,2013
20140109,2014-01-09,Thursday,Jan,1,1,2014,3,2013
20140110,2014-01-10,Friday,Jan,1,1,2014,3,2013
20140111,2014-01-11,Saturday,Jan,1,1,2014,3,2013
20140112,2014-01-12,Sunday,Jan,1,1,2014,3,2013
20140113,2014-01-13,Monday,Jan,1,1,2014,3,2013
20140114,2014-01-14,Tuesday,Jan,1,1,2014,3,2013
20140115,2014-01-15,Wednesday,Jan,1,1,2014,3,2013
20140116,2014-01-16,Thursday,Jan,1,1,2014,3,2013
20140117,2014-01-17,Friday,Jan,1,1,2014,3,2013
20140118,2014-01-18,Saturday,Jan,1,1,2014,3,2013
20140119,2014-01-19,Sunday,Jan,1,1,2014,3,2013
20140120,2014-01-20,Monday,Jan,1,1,2014,3,2013
20140121,2014-01-21,Tuesday,Jan,1,1,2014,3,2013
20140122,2014-01-22,Wednesday,Jan,1,1,2014,3,2013
20140123,2014-01-23,Thursday,Jan,1,1,2014,3,2013
20140124,2014-01-24,Friday,Jan,1,1,2014,3,2013
20140125,2014-01-25,Saturday,Jan,1,1,2014,3,2013
20140126,2014-01-26,Sunday,Jan,1,1,2014,3,2013
20140127,2014-01-27,Monday,Jan,1,1,2014,3,2013
20140128,2014-01-28,Tuesday,Jan,1,1,2014,3,2013
20140129,2014-01-29,Wednesday,Jan,1,1,2014,3,2013
20140130,2014-01-30,Thursday,Jan,1,1,2014,3,2013
20140131,2014-01-31,Friday,Jan,1,1,2014,3,2013
20140201,2014-02-01,Saturday,Feb,2,1,2014,3,2013
20140202,2014-02-02,Sunday,Feb,2,1,2014,3,2013
20140203,2014-02-03,Monday,Feb,2,1,2014,3,2013
20140204,2014-02-04,Tuesday,Feb,2,1,2014,3,2013
20140205,2014-02-05,Wednesday,Feb,2,1,2014,3,2013
20140206,2014-02-06,Thursday,Feb,2,1,2014,3,2013
20140207,2014-02-07,Friday,Feb,2,1,2014,3,2013
20140208,2014-02-08,Saturday,Feb,2,1,2014,3,2013
20140209,2014-02-09,Sunday,Feb,2,1,2014,3,2013
20140210,2014-02-10,Monday,Feb,2,1,2014,3,2013
20140211,2014-02-11,Tuesday,Feb,2,1,2014,3,2013
20140212,2014-02-12,Wednesday,Feb,2,1,2014,3,2013
20140213,2014-02-13,Thursday,Feb,2,1,2014,3,2013
20140214,2014-02-14,Friday,Feb,2,1,2014,3,2013
20140215,2014-02-15,Saturday,Feb,2,1,2014,3,2013
20140216,2014-02-16,Sunday,Feb,2,1,2014,3,2013
20140217,2014-02-17,Monday,Feb,2,1,2014,3,2013
20140218,2014-02-18,Tuesday,Feb,2,1,2014,3,2013
20140219,2014-02-19,Wednesday,Feb,2,1,2014,3,2013
20140220,2014-02-20,Thursday,Feb,2,1,2014,3,2013
20140221,2014-02-21,Friday,Feb,2,1,2014,3,2013
20140222,2014-02-22,Saturday,Feb,2,1,2014,3,2013
20140223,2014-02-23,Sunday,Feb,2,1,2014,3,2013
20140224,2014-02-24,Monday,Feb,2,1,2014,3,2013
20140225,2014-02-25,Tuesday,Feb,2,1,2014,3,2013
20140226,2014-02-26,Wednesday,Feb,2,1,2014,3,2013
20140227,2014-02-27,Thursday,Feb,2,1,2014,3,2013
20140228,2014-02-28,Friday,Feb,2,1,2014,3,2013
20140301,2014-03-01,Saturday,Mar,3,1,2014,3,2013
20140302,2014-03-02,Sunday,Mar,3,1,2014,3,2013
20140303,2014-03-03,Monday,Mar,3,1,2014,3,2013
20140304,2014-03-04,Tuesday,Mar,3,1,2014,3,2013
20140305,2014-03-05,Wednesday,Mar,3,1,2014,3,2013
20140306,2014-03-06,Thursday,Mar,3,1,2014,3,2013
20140307,2014-03-07,Friday,Mar,3,1,2014,3,2013
20140308,2014-03-08,Saturday,Mar,3,1,2014,3,2013
20140309,2014-03-09,Sunday,Mar,3,1,2014,3,2013
20140310,2014-03-10,Monday,Mar,3,1,2014,3,2013
20140311,2014-03-11,Tuesday,Mar,3,1,2014,3,2013
20140312,2014-03-12,Wednesday,Mar,3,1,2014,3,2013
20140313,2014-03-13,Thursday,Mar,3,1,2014,3,2013
20140314,2014-03-14,Friday,Mar,3,1,2014,3,2013
20140315,2014-03-15,Saturday,Mar,3,1,2014,3,2013
20140316,2014-03-16,Sunday,Mar,3,1,2014,3,2013
20140317,2014-03-17,Monday,Mar,3,1,2014,3,2013
20140318,2014-03-18,Tuesday,Mar,3,1,2014,3,2013
20140319,2014-03-19,Wednesday,Mar,3,1,2014,3,2013
20140320,2014-03-20,Thursday,Mar,3,1,2014,3,2013
20140321,2014-03-21,Friday,Mar,3,1,2014,3,2013
20140322,2014-03-22,Saturday,Mar,3,1,2014,3,2013
20140323,2014-03-23,Sunday,Mar,3,1,2014,3,2013
20140324,2014-03-24,Monday,Mar,3,1,2014,3,2013
20140325,2014-03-25,Tuesday,Mar,3,1,2014,3,2013
20140326,2014-03-26,Wednesday,Mar,3,1,2014,3,2013
20140327,2014-03-27,Thursday,Mar,3,1,2014,3,2013
20140328,2014-03-28,Friday,Mar,3,1,2014,3,2013
20140329,2014-03-29,Saturday,Mar,3,1,2014,3,2013
20140330,2014-03-30,Sunday,Mar,3,1,2014,3,2013
20140331,2014-03-31,Monday,Mar,3,1,2014,3,2013
20140401,2014-04-01,Tuesday,Apr,4,2,2014,4,2013
20140402,2014-04-02,Wednesday,Apr,4,2,2014,4,2013
20140403,2014-04-03,Thursday,Apr,4,2,2014,4,2013
20140404,2014-04-04,Friday,Apr,4,2,2014,4,2013
20140405,2014-04-05,Saturday,Apr,4,2,2014,4,2013
20140406,2014-04-06,Sunday,Apr,4,2,2014,4,2013
20140407,2014-04-07,Monday,Apr,4,2,2014,4,2013
20140408,2014-04-08,Tuesday,Apr,4,2,2014,4,2013
20140409,2014-04-09,Wednesday,Apr,4,2,2014,4,2013
20140410,2014-04-10,Thursday,Apr,4,2,2014,4,2013
20140411,2014-04-11,Friday,Apr,4,2,2014,4,2013
20140412,2014-04-12,Saturday,Apr,4,2,2014,4,2013
20140413,2014-04-13,Sunday,Apr,4,2,2014,4,2013
20140414,2014-04-14,Monday,Apr,4,2,2014,4,2013
20140415,2014-04-15,Tuesday,Apr,4,2,2014,4,2013
20140416,2014-04-16,Wednesday,Apr,4,2,2014,4,2013
20140417,2014-04-17,Thursday,Apr,4,2,2014,4,2013
20140418,2014-04-18,Friday,Apr,4,2,2014,4,2013
20140419,2014-04-19,Saturday,Apr,4,2,2014,4,2013
20140420,2014-04-20,Sunday,Apr,4,2,2014,4,2013
20140421,2014-04-21,Monday,Apr,4,2,2014,4,2013
20140422,2014-04-22,Tuesday,Apr,4,2,2014,4,2013
20140423,2014-04-23,Wednesday,Apr,4,2,2014,4,2013
20140424,2014-04-24,Thursday,Apr,4,2,2014,4,2013
20140425,2014-04-25,Friday,Apr,4,2,2014,4,2013
20140426,2014-04-26,Saturday,Apr,4,2,2014,4,2013
20140427,2014-04-27,Sunday,Apr,4,2,2014,4,2013
20140428,2014-04-28,Monday,Apr,4,2,2014,4,2013
20140429,2014-04-29,Tuesday,Apr,4,2,2014,4,2013
20140430,2014-04-30,Wednesday,Apr,4,2,2014,4,2013
20140501,2014-05-01,Thursday,May,5,2,2014,4,2013
20140502,2014-05-02,Friday,May,5,2,2014,4,2013
20140503,2014-05-03,Saturday,May,5,2,2014,4,2013
20140504,2014-05-04,Sunday,May,5,2,2014,4,2013
20140505,2014-05-05,Monday,May,5,2,2014,4,2013
20140506,2014-05-06,Tuesday,May,5,2,2014,4,2013
20140507,2014-05-07,Wednesday,May,5,2,2014,4,2013
20140508,2014-05-08,Thursday,May,5,2,2014,4,2013
20140509,2014-05-09,Friday,May,5,2,2014,4,2013
20140510,2014-05-10,Saturday,May,5,2,2014,4,2013
20140511,2014-05-11,Sunday,May,5,2,2014,4,2013
20140512,2014-05-12,Monday,May,5,2,2014,4,2013
20140513,2014-05-13,Tuesday,May,5,2,2014,4,2013
20140514,2014-05-14,Wednesday,May,5,2,2014,4,2013
20140515,2014-05-15,Thursday,May,5,2,2014,4,2013
20140516,2014-05-16,Friday,May,5,2,2014,4,2013
20140517,2014-05-17,Saturday,May,5,2,2014,4,2013
20140518,2014-05-18,Sunday,May,5,2,2014,4,2013
20140519,2014-05-19,Monday,May,5,2,2014,4,2013
20140520,2014-05-20,Tuesday,May,5,2,2014,4,2013
20140521,2014-05-21,Wednesday,May,5,2,2014,4,2013
20140522,2014-05-22,Thursday,May,5,2,2014,4,2013
20140523,2014-05-23,Friday,May,5,2,2014,4,2013
20140524,2014-05-24,Saturday,May,5,2,2014,4,2013
20140525,2014-05-25,Sunday,May,5,2,2014,4,2013
20140526,2014-05-26,Monday,May,5,2,2014,4,2013
20140527,2014-05-27,Tuesday,May,5,2,2014,4,2013
20140528,2014-05-28,Wednesday,May,5,2,2014,4,2013
20140529,2014-05-29,Thursday,May,5,2,2014,4,2013
20140530,2014-05-30,Friday,May,5,2,2014,4,2013
20140531,2014-05-31,Saturday,May,5,2,2014,4,2013
20140601,2014-06-01,Sunday,Jun,6,2,2014,4,2013
20140602,2014-06-02,Monday,Jun,6,2,2014,4,2013
20140603,2014-06-03,Tuesday,Jun,6,2,2014,4,2013
20140604,2014-06-04,Wednesday,Jun,6,2,2014,4,2013
20140605,2014-06-05,Thursday,Jun,6,2,2014,4,2013
20140606,2014-06-06,Friday,Jun,6,2,2014,4,2013
20140607,2014-06-07,Saturday,Jun,6,2,2014,4,2013
20140608,2014-06-08,Sunday,Jun,6,2,2014,4,2013
20140609,2014-06-09,Monday,Jun,6,2,2014,4,2013
20140610,2014-06-10,Tuesday,Jun,6,2,2014,4,2013
20140611,2014-06-11,Wednesday,Jun,6,2,2014,4,2013
20140612,2014-06-12,Thursday,Jun,6,2,2014,4,2013
20140613,2014-06-13,Friday,Jun,6,2,2014,4,2013
20140614,2014-06-14,Saturday,Jun,6,2,2014,4,2013
20140615,2014-06-15,Sunday,Jun,6,2,2014,4,2013
20140616,2014-06-16,Monday,Jun,6,2,2014,4,2013
20140617,2014-06-17,Tuesday,Jun,6,2,2014,4,2013
20140618,2014-06-18,Wednesday,Jun,6,2,2014,4,2013
20140619,2014-06-19,Thursday,Jun,6,2,2014,4,2013
20140620,2014-06-20,Friday,Jun,6,2,2014,4,2013
20140621,2014-06-21,Saturday,Jun,6,2,2014,4,2013
20140622,2014-06-22,Sunday,Jun,6,2,2014,4,2013
20140623,2014-06-23,Monday,Jun,6,2,2014,4,2013
20140624,2014-06-24,Tuesday,Jun,6,2,2014,4,2013
20140625,2014-06-25,Wednesday,Jun,6,2,2014,4,2013
20140626,2014-06-26,Thursday,Jun,6,2,2014,4,2013
20140627,2014-06-27,Friday,Jun,6,2,2014,4,2013
20140628,2014-06-28,Saturday,Jun,6,2,2014,4,2013
20140629,2014-06-29,Sunday,Jun,6,2,2014,4,2013
20140630,2014-06-30,Monday,Jun,6,2,2014,4,2013
20140701,2014-07-01,Tuesday,Jul,7,3,2014,1,2014
20140702,2014-07-02,Wednesday,Jul,7,3,2014,1,2014
20140703,2014-07-03,Thursday,Jul,7,3,2014,1,2014
20140704,2014-07-04,Friday,Jul,7,3,2014,1,2014
20140705,2014-07-05,Saturday,Jul,7,3,2014,1,2014
20140706,2014-07-06,Sunday,Jul,7,3,2014,1,2014
20140707,2014-07-07,Monday,Jul,7,3,2014,1,2014
20140708,2014-07-08,Tuesday,Jul,7,3,2014,1,2014
20140709,2014-07-09,Wednesday,Jul,7,3,2014,1,2014
20140710,2014-07-10,Thursday,Jul,7,3,2014,1,2014
20140711,2014-07-11,Friday,Jul,7,3,2014,1,2014
20140712,2014-07-12,Saturday,Jul,7,3,2014,1,2014
20140713,2014-07-13,Sunday,Jul,7,3,2014,1,2014
20140714,2014-07-14,Monday,Jul,7,3,2014,1,2014
20140715,2014-07-15,Tuesday,Jul,7,3,2014,1,2014
20140716,2014-07-16,Wednesday,Jul,7,3,2014,1,2014
20140717,2014-07-17,Thursday,Jul,7,3,2014,1,2014
20140718,2014-07-18,Friday,Jul,7,3,2014,1,2014
20140719,2014-07-19,Saturday,Jul,7,3,2014,1,2014
20140720,2014-07-20,Sunday,Jul,7,3,2014,1,2014
20140721,2014-07-21,Monday,Jul,7,3,2014,1,2014
20140722,2014-07-22,Tuesday,Jul,7,3,2014,1,2014
20140723,2014-07-23,Wednesday,Jul,7,3,2014,1,2014
20140724,2014-07-24,Thursday,Jul,7,3,2014,1,2014
20140725,2014-07-25,Friday,Jul,7,3,2014,1,2014
20140726,2014-07-26,Saturday,Jul,7,3,2014,1,2014
20140727,2014-07-27,Sunday,Jul,7,3,2014,1,2014
20140728,2014-07-28,Monday,Jul,7,3,2014,1,2014
20140729,2014-07-29,Tuesday,Jul,7,3,2014,1,2014
20140730,2014-07-30,Wednesday,Jul,7,3,2014,1,2014
20140731,2014-07-31,Thursday,Jul,7,3,2014,1,2014
20140801,2014-08-01,Friday,Aug,8,3,2014,1,2014
20140802,2014-08-02,Saturday,Aug,8,3,2014,1,2014
20140803,2014-08-03,Sunday,Aug,8,3,2014,1,2014
20140804,2014-08-04,Monday,Aug,8,3,2014,1,2014
20140805,2014-08-05,Tuesday,Aug,8,3,2014,1,2014
20140806,2014-08-06,Wednesday,Aug,8,3,2014,1,2014
20140807,2014-08-07,Thursday,Aug,8,3,2014,1,2014
20140808,2014-08-08,Friday,Aug,8,3,2014,1,2014
20140809,2014-08-09,Saturday,Aug,8,3,2014,1,2014
20140810,2014-08-10,Sunday,Aug,8,3,2014,1,2014
20140811,2014-08-11,Monday,Aug,8,3,2014,1,2014
20140812,2014-08-12,Tuesday,Aug,8,3,2014,1,2014
20140813,2014-08-13,Wednesday,Aug,8,3,2014,1,2014
20140814,2014-08-14,Thursday,Aug,8,3,2014,1,2014
20140815,2014-08-15,Friday,Aug,8,3,2014,1,2014
20140816,2014-08-16,Saturday,Aug,8,3,2014,1,2014
20140817,2014-08-17,Sunday,Aug,8,3,2014,1,2014
20140818,2014-08-18,Monday,Aug,8,3,2014,1,2014
20140819,2014-08-19,Tuesday,Aug,8,3,2014,1,2014
20140820,2014-08-20,Wednesday,Aug,8,3,2014,1,2014
20140821,2014-08-21,Thursday,Aug,8,3,2014,1,2014
20140822,2014-08-22,Friday,Aug,8,3,2014,1,2014
20140823,2014-08-23,Saturday,Aug,8,3,2014,1,2014
20140824,2014-08-24,Sunday,Aug,8,3,2014,1,2014
20140825,2014-08-25,Monday,Aug,8,3,2014,1,2014
20140826,2014-08-26,Tuesday,Aug,8,3,2014,1,2014
20140827,2014-08-27,Wednesday,Aug,8,3,2014,1,2014
20140828,2014-08-28,Thursday,Aug,8,3,2014,1,2014
20140829,2014-08-29,Friday,Aug,8,3,2014,1,2014
20140830,2014-08-30,Saturday,Aug,8,3,2014,1,2014
20140831,2014-08-31,Sunday,Aug,8,3,2014,1,2014
20140901,2014-09-01,Monday,Sep,9,3,2014,1,2014
20140902,2014-09-02,Tuesday,Sep,9,3,2014,1,2014
20140903,2014-09-03,Wednesday,Sep,9,3,2014,1,2014
20140904,2014-09-04,Thursday,Sep,9,3,2014,1,2014
20140905,2014-09-05,Friday,Sep,9,3,2014,1,2014
20140906,2014-09-06,Saturday,Sep,9,3,2014,1,2014
20140907,2014-09-07,Sunday,Sep,9,3,2014,1,2014
20140908,2014-09-08,Monday,Sep,9,3,2014,1,2014
20140909,2014-09-09,Tuesday,Sep,9,3,2014,1,2014
20140910,2014-09-10,Wednesday,Sep,9,3,2014,1,2014
20140911,2014-09-11,Thursday,Sep,9,3,2014,1,2014
20140912,2014-09-12,Friday,Sep,9,3,2014,1,2014
20140913,2014-09-13,Saturday,Sep,9,3,2014,1,2014
20140914,2014-09-14,Sunday,Sep,9,3,2014,1,2014
20140915,2014-09-15,Monday,Sep,9,3,2014,1,2014
20140916,2014-09-16,Tuesday,Sep,9,3,2014,1,2014
20140917,2014-09-17,Wednesday,Sep,9,3,2014,1,2014
20140918,2014-09-18,Thursday,Sep,9,3,2014,1,2014
20140919,2014-09-19,Friday,Sep,9,3,2014,1,2014
20140920,2014-09-20,Saturday,Sep,9,3,2014,1,2014
20140921,2014-09-21,Sunday,Sep,9,3,2014,1,2014
20140922,2014-09-22,Monday,Sep,9,3,2014,1,2014
20140923,2014-09-23,Tuesday,Sep,9,3,2014,1,2014
20140924,2014-09-24,Wednesday,Sep,9,3,2014,1,2014
20140925,2014-09-25,Thursday,Sep,9,3,2014,1,2014
20140926,2014-09-26,Friday,Sep,9,3,2014,1,2014
20140927,2014-09-27,Saturday,Sep,9,3,2014,1,2014
20140928,2014-09-28,Sunday,Sep,9,3,2014,1,2014
20140929,2014-09-29,Monday,Sep,9,3,2014,1,2014
20140930,2014-09-30,Tuesday,Sep,9,3,2014,1,2014
20141001,2014-10-01,Wednesday,Oct,10,4,2014,2,2014
20141002,2014-10-02,Thursday,Oct,10,4,2014,2,2014
20141003,2014-10-03,Friday,Oct,10,4,2014,2,2014
20141004,2014-10-04,Saturday,Oct,10,4,2014,2,2014
20141005,2014-10-05,Sunday,Oct,10,4,2014,2,2014
20141006,2014-10-06,Monday,Oct,10,4,2014,2,2014
20141007,2014-10-07,Tuesday,Oct,10,4,2014,2,2014
20141008,2014-10-08,Wednesday,Oct,10,4,2014,2,2014
20141009,2014-10-09,Thursday,Oct,10,4,2014,2,2014
20141010,2014-10-10,Friday,Oct,10,4,2014,2,2014
20141011,2014-10-11,Saturday,Oct,10,4,2014,2,2014
20141012,2014-10-12,Sunday,Oct,10,4,2014,2,2014
20141013,2014-10-13,Monday,Oct,10,4,2014,2,2014
20141014,2014-10-14,Tuesday,Oct,10,4,2014,2,2014
20141015,2014-10-15,Wednesday,Oct,10,4,2014,2,2014
20141016,2014-10-16,Thursday,Oct,10,4,2014,2,2014
20141017,2014-10-17,Friday,Oct,10,4,2014,2,2014
20141018,2014-10-18,Saturday,Oct,10,4,2014,2,2014
20141019,2014-10-19,Sunday,Oct,10,4,2014,2,2014
20141020,2014-10-20,Monday,Oct,10,4,2014,2,2014
20141021,2014-10-21,Tuesday,Oct,10,4,2014,2,2014
20141022,2014-10-22,Wednesday,Oct,10,4,2014,2,2014
20141023,2014-10-23,Thursday,Oct,10,4,2014,2,2014
20141024,2014-10-24,Friday,Oct,10,4,2014,2,2014
20141025,2014-10-25,Saturday,Oct,10,4,2014,2,2014
20141026,2014-10-26,Sunday,Oct,10,4,2014,2,2014
20141027,2014-10-27,Monday,Oct,10,4,2014,2,2014
20141028,2014-10-28,Tuesday,Oct,10,4,2014,2,2014
20141029,2014-10-29,Wednesday,Oct,10,4,2014,2,2014
20141030,2014-10-30,Thursday,Oct,10,4,2014,2,2014
20141031,2014-10-31,Friday,Oct,10,4,2014,2,2014
20141101,2014-11-01,Saturday,Nov,11,4,2014,2,2014
20141102,2014-11-02,Sunday,Nov,11,4,2014,2,2014
20141103,2014-11-03,Monday,Nov,11,4,2014,2,2014
20141104,2014-11-04,Tuesday,Nov,11,4,2014,2,2014
20141105,2014-11-05,Wednesday,Nov,11,4,2014,2,2014
20141106,2014-11-06,Thursday,Nov,11,4,2014,2,2014
20141107,2014-11-07,Friday,Nov,11,4,2014,2,2014
20141108,2014-11-08,Saturday,Nov,11,4,2014,2,2014
20141109,2014-11-09,Sunday,Nov,11,4,2014,2,2014
20141110,2014-11-10,Monday,Nov,11,4,2014,2,2014
20141111,2014-11-11,Tuesday,Nov,11,4,2014,2,2014
20141112,2014-11-12,Wednesday,Nov,11,4,2014,2,2014
20141113,2014-11-13,Thursday,Nov,11,4,2014,2,2014
20141114,2014-11-14,Friday,Nov,11,4,2014,2,2014
20141115,2014-11-15,Saturday,Nov,11,4,2014,2,2014
20141116,2014-11-16,Sunday,Nov,11,4,2014,2,2014
20141117,2014-11-17,Monday,Nov,11,4,2014,2,2014
20141118,2014-11-18,Tuesday,Nov,11,4,2014,2,2014
20141119,2014-11-19,Wednesday,Nov,11,4,2014,2,2014
20141120,2014-11-20,Thursday,Nov,11,4,2014,2,2014
20141121,2014-11-21,Friday,Nov,11,4,2014,2,2014
20141122,2014-11-22,Saturday,Nov,11,4,2014,2,2014
20141123,2014-11-23,Sunday,Nov,11,4,2014,2,2014
20141124,2014-11-24,Monday,Nov,11,4,2014,2,2014
20141125,2014-11-25,Tuesday,Nov,11,4,2014,2,2014
20141126,2014-11-26,Wednesday,Nov,11,4,2014,2,2014
20141127,2014-11-27,Thursday,Nov,11,4,2014,2,2014
20141128,2014-11-28,Friday,Nov,11,4,2014,2,2014
20141129,2014-11-29,Saturday,Nov,11,4,2014,2,2014
20141130,2014-11-30,Sunday,Nov,11,4,2014,2,2014
20141201,2014-12-01,Monday,Dec,12,4,2014,2,2014
20141202,2014-12-02,Tuesday,Dec,12,4,2014,2,2014
20141203,2014-12-03,Wednesday,Dec,12,4,2014,2,2014
20141204,2014-12-04,Thursday,Dec,12,4,2014,2,2014
20141205,2014-12-05,Friday,Dec,12,4,2014,2,2014
20141206,2014-12-06,Saturday,Dec,12,4,2014,2,2014
20141207,2014-12-07,Sunday,Dec,12,4,2014,2,2014
20141208,2014-12-08,Monday,Dec,12,4,2014,2,2014
20141209,2014-12-09,Tuesday,Dec,12,4,2014,2,2014
20141210,2014-12-10,Wednesday,Dec,12,4,2014,2,2014
20141211,2014-12-11,Thursday,Dec,12,4,2014,2,2014
20141212,2014-12-12,Friday,Dec,12,4,2014,2,2014
20141213,2014-12-13,Saturday,Dec,12,4,2014,2,2014
20141214,2014-12-14,Sunday,Dec,12,4,2014,2,2014
20141215,2014-12-15,Monday,Dec,12,4,2014,2,2014
20141216,2014-12-16,Tuesday,Dec,12,4,2014,2,2014
20141217,2014-12-17,Wednesday,Dec,12,4,2014,2,2014
20141218,2014-12-18,Thursday,Dec,12,4,2014,2,2014
20141219,2014-12-19,Friday,Dec,12,4,2014,2,2014
20141220,2014-12-20,Saturday,Dec,12,4,2014,2,2014
20141221,2014-12-21,Sunday,Dec,12,4,2014,2,2014
20141222,2014-12-22,Monday,Dec,12,4,2014,2,2014
20141223,2014-12-23,Tuesday,Dec,12,4,2014,2,2014
20141224,2014-12-24,Wednesday,Dec,12,4,2014,2,2014
20141225,2014-12-25,Thursday,Dec,12,4,2014,2,2014
20141226,2014-12-26,Friday,Dec,12,4,2014,2,2014
20141227,2014-12-27,Saturday,Dec,12,4,2014,2,2014
20141228,2014-12-28,Sunday,Dec,12,4,2014,2,2014
20141229,2014-12-29,Monday,Dec,12,4,2014,2,2014
20141230,2014-12-30,Tuesday,Dec,12,4,2014,2,2014
20141231,2014-12-31,Wednesday,Dec,12,4,2014,2,2014
20150101,2015-01-01,Thursday,Jan,1,1,2015,3,2014
20150102,2015-01-02,Friday,Jan,1,1,2015,3,2014
20150103,2015-01-03,Saturday,Jan,1,1,2015,3,2014
20150104,2015-01-04,Sunday,Jan,1,1,2015,3,2014
20150105,2015-01-05,Monday,Jan,1,1,2015,3,2014
20150106,2015-01-06,Tuesday,Jan,1,1,2015,3,2014
20150107,2015-01-07,Wednesday,Jan,1,1,2015,3,2014
20150108,2015-01-08,Thursday,Jan,1,1,2015,3,2014
20150109,2015-01-09,Friday,Jan,1,1,2015,3,2014
20150110,2015-01-10,Saturday,Jan,1,1,2015,3,2014
20150111,2015-01-11,Sunday,Jan,1,1,2015,3,2014
20150112,2015-01-12,Monday,Jan,1,1,2015,3,2014
20150113,2015-01-13,Tuesday,Jan,1,1,2015,3,2014
20150114,2015-01-14,Wednesday,Jan,1,1,2015,3,2014
20150115,2015-01-15,Thursday,Jan,1,1,2015,3,2014
20150116,2015-01-16,Friday,Jan,1,1,2015,3,2014
20150117,2015-01-17,Saturday,Jan,1,1,2015,3,2014
20150118,2015-01-18,Sunday,Jan,1,1,2015,3,2014
20150119,2015-01-19,Monday,Jan,1,1,2015,3,2014
20150120,2015-01-20,Tuesday,Jan,1,1,2015,3,2014
20150121,2015-01-21,Wednesday,Jan,1,1,2015,3,2014
20150122,2015-01-22,Thursday,Jan,1,1,2015,3,2014
20150123,2015-01-23,Friday,Jan,1,1,2015,3,2014
20150124,2015-01-24,Saturday,Jan,1,1,2015,3,2014
20150125,2015-01-25,Sunday,Jan,1,1,2015,3,2014
20150126,2015-01-26,Monday,Jan,1,1,2015,3,2014
20150127,2015-01-27,Tuesday,Jan,1,1,2015,3,2014
20150128,2015-01-28,Wednesday,Jan,1,1,2015,3,2014
20150129,2015-01-29,Thursday,Jan,1,1,2015,3,2014
20150130,2015-01-30,Friday,Jan,1,1,2015,3,2014
20150131,2015-01-31,Saturday,Jan,1,1,2015,3,2014
20150201,2015-02-01,Sunday,Feb,2,1,2015,3,2014
20150202,2015-02-02,Monday,Feb,2,1,2015,3,2014
20150203,2015-02-03,Tuesday,Feb,2,1,2015,3,2014
20150204,2015-02-04,Wednesday,Feb,2,1,2015,3,2014
20150205,2015-02-05,Thursday,Feb,2,1,2015,3,2014
20150206,2015-02-06,Friday,Feb,2,1,2015,3,2014
20150207,2015-02-07,Saturday,Feb,2,1,2015,3,2014
20150208,2015-02-08,Sunday,Feb,2,1,2015,3,2014
20150209,2015-02-09,Monday,Feb,2,1,2015,3,2014
20150210,2015-02-10,Tuesday,Feb,2,1,2015,3,2014
20150211,2015-02-11,Wednesday,Feb,2,1,2015,3,2014
20150212,2015-02-12,Thursday,Feb,2,1,2015,3,2014
20150213,2015-02-13,Friday,Feb,2,1,2015,3,2014
20150214,2015-02-14,Saturday,Feb,2,1,2015,3,2014
20150215,2015-02-15,Sunday,Feb,2,1,2015,3,2014
20150216,2015-02-16,Monday,Feb,2,1,2015,3,2014
20150217,2015-02-17,Tuesday,Feb,2,1,2015,3,2014
20150218,2015-02-18,Wednesday,Feb,2,1,2015,3,2014
20150219,2015-02-19,Thursday,Feb,2,1,2015,3,2014
20150220,2015-02-20,Friday,Feb,2,1,2015,3,2014
20150221,2015-02-21,Saturday,Feb,2,1,2015,3,2014
20150222,2015-02-22,Sunday,Feb,2,1,2015,3,2014
20150223,2015-02-23,Monday,Feb,2,1,2015,3,2014
20150224,2015-02-24,Tuesday,Feb,2,1,2015,3,2014
20150225,2015-02-25,Wednesday,Feb,2,1,2015,3,2014
20150226,2015-02-26,Thursday,Feb,2,1,2015,3,2014
20150227,2015-02-27,Friday,Feb,2,1,2015,3,2014
20150228,2015-02-28,Saturday,Feb,2,1,2015,3,2014
20150301,2015-03-01,Sunday,Mar,3,1,2015,3,2014
20150302,2015-03-02,Monday,Mar,3,1,2015,3,2014
20150303,2015-03-03,Tuesday,Mar,3,1,2015,3,2014
20150304,2015-03-04,Wednesday,Mar,3,1,2015,3,2014
20150305,2015-03-05,Thursday,Mar,3,1,2015,3,2014
20150306,2015-03-06,Friday,Mar,3,1,2015,3,2014
20150307,2015-03-07,Saturday,Mar,3,1,2015,3,2014
20150308,2015-03-08,Sunday,Mar,3,1,2015,3,2014
20150309,2015-03-09,Monday,Mar,3,1,2015,3,2014
20150310,2015-03-10,Tuesday,Mar,3,1,2015,3,2014
20150311,2015-03-11,Wednesday,Mar,3,1,2015,3,2014
20150312,2015-03-12,Thursday,Mar,3,1,2015,3,2014
20150313,2015-03-13,Friday,Mar,3,1,2015,3,2014
20150314,2015-03-14,Saturday,Mar,3,1,2015,3,2014
20150315,2015-03-15,Sunday,Mar,3,1,2015,3,2014
20150316,2015-03-16,Monday,Mar,3,1,2015,3,2014
20150317,2015-03-17,Tuesday,Mar,3,1,2015,3,2014
20150318,2015-03-18,Wednesday,Mar,3,1,2015,3,2014
